OPE ID,School,State,Zip Code,School Type,Dependent Students_Q1,Independent Students_Q1,Quarterly Total_Q1,Dependent Students_Q2,Independent Students_Q2,Quarterly Total_Q2,Dependent Students_Q3,Independent Students_Q3,Quarterly Total_Q3,Dependent Students_Q4,Independent Students_Q4,Quarterly Total_Q4,Dependent Students_Q5,Independent Students_Q5,Quarterly Total_Q5
00295400,UNIV OF NORTH CAROLINA AT PEMBROKE      ,NC,28372-1510,Public       ,"3,269","1,087","4,356","1,320","1,336","2,656","1,086","1,573","2,659",605,"1,161","1,766",248,466,714
00295500,PFEIFFER UNIVERSITY                     ,NC,28109-0000,Private      ,608,195,803,225,140,365,168,100,268,118,90,208,32,19,51
00295600,CAROLINA UNIVERSITY                     ,NC,27101-5025,Private      ,224,95,319,158,151,309,126,115,241,104,131,235,27,50,77
00295700,QUEENS UNIVERSITY OF CHARLOTTE          ,NC,28274-0001,Private      ,"1,987",278,"2,265",596,388,984,394,305,699,208,245,453,141,140,281
00295800,ROCKINGHAM COMMUNITY COLLEGE            ,NC,27375-0000,Public       ,195,212,407,142,199,341,174,240,414,126,190,316,57,102,159
00296000,SALEM COLLEGE                           ,NC,27108-0000,Private      ,453,94,547,158,99,257,108,74,182,60,72,132,42,30,72
00296100,SANDHILLS COMMUNITY COLLEGE             ,NC,28374-8283,Public       ,370,308,678,266,402,668,454,491,945,333,424,757,97,195,292
00296200,SHAW UNIVERSITY                         ,NC,27601-2393,Private      ,846,216,"1,062",475,234,709,325,260,585,161,222,383,123,106,229
00296300,SOUTHEASTERN BAPTIST THEOLOGICAL SEMINAR,NC,27587-1889,Private      ,79,77,156,62,132,194,43,80,123,30,106,136,19,41,60
00296400,SOUTHEASTERN COMMUNITY COLLEGE          ,NC,28472-5422,Public       ,157,171,328,156,188,344,131,202,333,156,288,444,26,86,112
00296800,ST AUGUSTINES COLLEGE                   ,NC,27610-2298,Private      ,679,158,837,382,118,500,294,150,444,121,104,225,58,36,94
00297000,SURRY COMMUNITY COLLEGE                 ,NC,27017-0304,Public       ,294,184,478,249,228,477,300,306,606,260,295,555,63,124,187
00297200,NORTH CAROLINA STATE UNIV-RALEIGH       ,NC,27695-7001,Public       ,"36,244","3,552","39,796","10,722","3,169","13,891","2,279","1,636","3,915","1,641","1,219","2,860","1,344",626,"1,970"
00297300,GASTON COLLEGE                          ,NC,28034-1499,Public       ,632,484,"1,116",389,710,"1,099",421,752,"1,173",447,770,"1,217",141,324,465
00297400,UNIVERSITY OF N C-CHAPEL HILL           ,NC,27514-0000,Public       ,"44,825","4,577","49,402","9,592","5,261","14,853","2,186","2,347","4,533","1,423","1,387","2,810","1,487",659,"2,146"
00297500,UNIVERSITY OF NC AT CHARLOTTE           ,NC,28223-0001,Public       ,"23,921","3,853","27,774","7,045","2,580","9,625","3,009","2,090","5,099","1,996","1,615","3,611","1,143",838,"1,981"
00297600,UNIVERSITY OF N C - GREENSBORO          ,NC,27412-0001,Public       ,"14,002","3,153","17,155","4,645","2,612","7,257","1,940","1,868","3,808","1,256","1,200","2,456",753,612,"1,365"
00297800,WAKE FOREST UNIV - UNDERGRADUATE        ,NC,27109-7246,Private      ,"9,651",174,"9,825","1,814",131,"1,945",445,115,560,284,115,399,277,57,334
00297801,WAKE FOREST UNIV - SCH OF MEDICINE      ,NC,27157-1090,Private      ,225,436,661,43,820,863,29,145,174,28,66,94,20,39,59
00297802,WAKE FOREST UNIVERSITY CHARLOTTE CENTER ,NC,28202-2191,Private      ,266,99,365,74,118,192,41,163,204,31,153,184,36,99,135
00297803,WAKE FOREST GRAD SCHOOLS OF BUSINESS    ,NC,27109-7659,Private      ,114,85,199,15,265,280,13,182,195,14,99,113,12,61,73
00297805,WAKE FOREST UNIV - SCH OF LAW           ,NC,27109-7206,Private      ,49,299,348,5,416,421,8,176,184,8,73,81,7,22,29
00297806,WAKE FOREST UNIV - GRAD A&S/DIVINITY    ,NC,27109-7246,Private      ,47,196,243,12,271,283,3,197,200,3,124,127,9,55,64
00297900,WARREN WILSON COLLEGE                   ,NC,28815-0000,Private      ,692,85,777,319,121,440,171,65,236,60,32,92,42,28,70
00298000,WAYNE COMMUNITY COLLEGE                 ,NC,27533-0000,Public       ,360,295,655,286,409,695,337,537,874,373,558,931,95,218,313
00298100,WESTERN CAROLINA UNIVERSITY             ,NC,28723-9731,Public       ,"10,592","2,145","12,737","3,203","1,275","4,478","1,030",861,"1,891",677,546,"1,223",488,349,837
00298200,WESTERN PIEDMONT COMMUNITY COLLEGE      ,NC,28655-4504,Public       ,188,191,379,147,209,356,188,258,446,152,206,358,42,117,159
00298300,WILKES COMMUNITY COLLEGE                ,NC,28697-2100,Public       ,355,157,512,224,150,374,255,229,484,199,236,435,50,98,148
00298400,UNIVERSITY OF N C-WILMINGTON            ,NC,28403-3297,Public       ,"16,569","1,859","18,428","4,351","1,686","6,037","1,865","1,542","3,407","1,100","1,138","2,238",729,501,"1,230"
00298500,WINGATE UNIVERSITY                      ,NC,28174-0159,Private      ,"3,706",459,"4,165","1,553",491,"2,044",598,286,884,285,152,437,171,58,229
00298600,WINSTON-SALEM STATE UNIVERSITY          ,NC,27102-0000,Public       ,"6,092",953,"7,045","1,997",840,"2,837","1,126",800,"1,926",782,594,"1,376",434,292,726
00398100,UNC SCHOOL OF THE ARTS                  ,NC,27127-2188,Public       ,"1,610",129,"1,739",568,193,761,192,90,282,131,48,179,75,44,119
00403300,ASHEVILLE BUNCOMBE TECH CMTY CLG        ,NC,28801-4897,Public       ,626,522,"1,148",469,832,"1,301",423,779,"1,202",419,737,"1,156",147,327,474
00406200,PITT COMMUNITY COLLEGE                  ,NC,28590-0000,Public       ,"1,037",961,"1,998",710,785,"1,495",903,"1,059","1,962",655,"1,066","1,721",204,441,645
00483500,CALDWELL COMMUNITY CLG & TECH INST      ,NC,28638-2626,Public       ,501,369,870,379,388,767,333,439,772,250,370,620,90,215,305
00483800,GUILFORD TECHNICAL COMMUNITY CLG        ,NC,27282-0309,Public       ,"1,558","1,433","2,991","1,187","1,946","3,133","1,458","2,119","3,577",997,"1,530","2,527",409,854,"1,263"
00484400,WAKE TECHNICAL COMMUNITY COLLEGE        ,NC,27603-5696,Public       ,"3,584","2,763","6,347","2,425","2,464","4,889","3,208","3,418","6,626","3,047","3,264","6,311",849,"1,440","2,289"
00484500,WILSON COMMUNITY COLLEGE                ,NC,27893-3310,Public       ,150,254,404,108,276,384,142,384,526,115,355,470,35,125,160
00493805,"SOUTH COLLEGE - ASHEVILLE, NC           ",NC,28803-0000,Proprietary  ,41,94,135,33,99,132,30,102,132,17,108,125,11,88,99
00531600,COASTAL CAROLINA COMMUNITY COLLEGE      ,NC,28546-6816,Public       ,557,484,"1,041",358,652,"1,010",357,756,"1,113",335,702,"1,037",124,364,488
00531700,FORSYTH TECHNICAL COMMUNITY COLLEGE     ,NC,27103-5197,Public       ,"1,206","1,223","2,429",786,"1,180","1,966","1,017","1,479","2,496","1,205","1,666","2,871",340,803,"1,143"
00531800,CATAWBA VALLEY COMMUNITY COLLEGE        ,NC,28602-8302,Public       ,677,435,"1,112",475,447,922,453,508,961,419,512,931,136,236,372
00532000,CAPE FEAR COMMUNITY COLLEGE             ,NC,28401-3910,Public       ,"1,247",693,"1,940",833,929,"1,762","1,012","1,096","2,108",814,"1,078","1,892",305,522,827
00544700,RANDOLPH COMMUNITY COLLEGE              ,NC,27204-1009,Public       ,419,285,704,210,221,431,228,281,509,214,284,498,79,126,205
00544800,DURHAM TECHNICAL CMNTY COLLEGE          ,NC,27703-5023,Public       ,674,769,"1,443",497,912,"1,409",546,"1,076","1,622",488,912,"1,400",185,483,668
00544900,CENTRAL CAROLINA COMMUNITY COLLEGE      ,NC,27330-9000,Public       ,667,529,"1,196",472,565,"1,037",637,725,"1,362",451,603,"1,054",163,253,416
00546300,ALAMANCE COMMUNITY COLLEGE              ,NC,27253-0000,Public       ,513,396,909,387,470,857,419,585,"1,004",384,528,912,123,267,390
00546400,RICHMOND COMMUNITY COLLEGE              ,NC,28345-4522,Public       ,145,259,404,110,279,389,178,446,624,202,450,652,57,167,224
00575400,ROWAN-CABARRUS COMMUNITY COLLEGE        ,NC,28146-8357,Public       ,627,505,"1,132",526,731,"1,257",531,803,"1,334",645,849,"1,494",188,355,543
00647700,CABARRUS COLLEGE OF HEALTH SCIENCES     ,NC,28025-0000,Private      ,190,209,399,79,247,326,91,303,394,83,209,292,38,108,146
00648300,WATTS COLLEGE OF NURSING                ,NC,27704-0000,Private      ,40,48,88,20,73,93,23,69,92,8,40,48,14,21,35
00679900,CRAVEN COMMUNITY COLLEGE                ,NC,28562-0000,Public       ,202,302,504,193,424,617,216,526,742,240,530,770,66,243,309
00703100,PAMLICO COMMUNITY COLLEGE               ,NC,28529-0000,Public       ,27,27,54,28,41,69,17,61,78,18,59,77,1,18,19
00764000,FAYETTEVILLE TECHNICAL CMTY COLLEGE     ,NC,28303-0236,Public       ,913,"1,751","2,664",779,"2,157","2,936","1,077","2,719","3,796",991,"2,821","3,812",341,"1,278","1,619"
00768700,JAMES SPRUNT COMMUNITY COLLEGE          ,NC,28349-0398,Public       ,132,131,263,100,131,231,118,199,317,126,247,373,31,83,114
00789200,SAMPSON COMMUNITY COLLEGE               ,NC,28328-0000,Public       ,158,168,326,139,227,366,146,245,391,140,259,399,51,88,139
00798500,SOUTH PIEDMONT COMMUNITY COLLEGE        ,NC,28135-9703,Public       ,347,253,600,189,220,409,254,318,572,188,294,482,71,172,243
00798600,HALIFAX COMMUNITY COLLEGE               ,NC,27890-0089,Public       ,88,118,206,67,96,163,61,170,231,81,152,233,21,77,98
00798700,BLADEN COMMUNITY COLLEGE                ,NC,28332-0266,Public       ,87,160,247,88,162,250,85,224,309,113,268,381,21,88,109
00798800,MARTIN COMMUNITY COLLEGE                ,NC,27892-8307,Public       ,38,60,98,44,66,110,68,96,164,42,87,129,16,38,54
00808100,CARTERET COMMUNITY COLLEGE              ,NC,28557-2989,Public       ,181,164,345,118,217,335,167,242,409,171,245,416,56,156,212
00808200,CLEVELAND COMMUNITY COLLEGE             ,NC,28150-0000,Public       ,236,268,504,135,333,468,235,479,714,227,463,690,62,233,295
00808300,HAYWOOD COMMUNITY COLLEGE               ,NC,28721-0000,Public       ,135,160,295,84,160,244,91,168,259,95,182,277,24,113,137
00808500,MCDOWELL TECHNICAL COMMUNITY CLG        ,NC,28752-8728,Public       ,84,131,215,63,151,214,72,194,266,89,190,279,13,89,102
00808700,MONTGOMERY COMMUNITY COLLEGE            ,NC,27371-0787,Public       ,79,93,172,47,99,146,67,147,214,57,123,180,19,55,74
00846600,SOUTHWESTERN COMMUNITY COLLEGE          ,NC,28779-8581,Public       ,228,219,447,153,210,363,153,263,416,122,227,349,42,98,140
00855700,NASH COMMUNITY COLLEGE                  ,NC,27804-0488,Public       ,287,254,541,283,320,603,276,474,750,265,458,723,96,182,278
00855800,BEAUFORT COUNTY COMMUNITY COLLEGE       ,NC,27889-7889,Public       ,171,335,506,103,276,379,153,345,498,193,361,554,41,115,156
00861200,ROBESON COMMUNITY COLLEGE               ,NC,28359-2151,Public       ,233,425,658,189,321,510,209,457,666,276,587,863,66,209,275
00861300,ROANOKE-CHOWAN COMMUNITY COLLEGE        ,NC,27910-9522,Public       ,37,69,106,28,67,95,34,112,146,44,98,142,7,34,41
00885500,EDGECOMBE COMMUNITY COLLEGE             ,NC,27886-9399,Public       ,150,381,531,135,372,507,142,482,624,136,577,713,31,185,216
00933600,JOHNSTON COMMUNITY COLLEGE              ,NC,27577-0000,Public       ,521,336,857,348,447,795,492,534,"1,026",522,468,990,150,239,389
00943000,TRI-COUNTY COMMUNITY COLLEGE            ,NC,28906-7919,Public       ,70,76,146,49,78,127,51,93,144,77,144,221,10,44,54
00964600,PIEDMONT COMMUNITY COLLEGE              ,NC,27573-1197,Public       ,117,181,298,84,131,215,74,189,263,96,209,305,30,100,130
00968400,BLUE RIDGE COMMUNITY COLLEGE            ,NC,28731-9624,Public       ,289,239,528,198,324,522,261,396,657,357,395,752,54,164,218
00974701,GORDON-CONWELL THEO SEM - CHARLOTTE     ,NC,28273-0000,Private      ,7,14,21,5,39,44,5,45,50,1,37,38,1,13,14
00990300,VANCE-GRANVILLE CMTY COLLEGE            ,NC,27536-0917,Public       ,250,365,615,163,348,511,176,436,612,190,467,657,73,207,280
01019804,ECPI UNIVERSITY - GREENSBORO            ,NC,27409-9048,Proprietary  ,63,148,211,63,280,343,75,302,377,57,251,308,23,130,153
01019805,ECPI UNIVERSITY - CHARLOTTE             ,NC,28208-5886,Proprietary  ,111,262,373,110,418,528,78,403,481,71,351,422,47,226,273
01019810,ECPI UNIVERSITY - RALEIGH               ,NC,27613-7387,Proprietary  ,80,199,279,60,364,424,73,389,462,43,308,351,34,192,226
01119400,STANLY COMMUNITY COLLEGE                ,NC,28001-7458,Public       ,141,203,344,120,312,432,150,346,496,150,306,456,37,111,148
01119700,MAYLAND COMMUNITY COLLEGE               ,NC,28777-2777,Public       ,101,57,158,73,58,131,52,93,145,48,63,111,15,33,48
01179900,PAUL MITCHELL THE SCHOOL FAYETTEVILLE   ,NC,28303-5364,Proprietary  ,27,48,75,38,106,144,42,100,142,,,,,,
01192600,LEON'S BEAUTY SCHOOL                    ,NC,27403-2812,Proprietary  ,41,51,92,41,58,99,46,67,113,40,66,106,15,39,54
02056500,MITCHELL'S ACADEMY                      ,NC,27893-0000,Proprietary  ,19,22,41,16,37,53,19,21,40,4,18,22,4,3,7
02170700,BRUNSWICK COMMUNITY COLLEGE             ,NC,28422-0000,Public       ,163,151,314,168,189,357,246,239,485,243,218,461,62,87,149
02205000,COLLEGE OF WILMINGTON                   ,NC,28403-0000,Proprietary  ,102,47,149,44,43,87,43,86,129,46,101,147,26,55,81
02280900,MID-ATLANTIC CHRISTIAN UNIVERSITY       ,NC,27909-0000,Private      ,71,20,91,51,14,65,57,21,78,31,17,48,7,7,14
02306820,MILLER-MOTTE COLLEGE - FAYETTEVILLE     ,NC,28311-7651,Proprietary  ,13,99,112,24,135,159,34,160,194,21,169,190,16,107,123
02306821,MILLER-MOTTE COLLEGE - JACKSONVILLE     ,NC,28546-6921,Proprietary  ,10,64,74,15,105,120,13,83,96,16,80,96,4,50,54
02306823,MILLER-MOTTE COLLEGE - RALEIGH          ,NC,27604-3411,Proprietary  ,30,125,155,30,100,130,44,177,221,32,149,181,20,117,137
02306824,MILLER-MOTTE COLLEGE - WILMINGTON       ,NC,28405-3430,Proprietary  ,17,69,86,27,369,396,19,148,167,11,96,107,7,43,50
02560600,PINNACLE INSTITUTE OF COSMETOLOGY       ,NC,28115-8020,Proprietary  ,15,16,31,15,17,32,28,19,47,16,17,33,6,19,25
03009500,WINSTON-SALEM BARBER SCHOOL             ,NC,27107-0000,Proprietary  ,28,54,82,15,51,66,26,64,90,25,55,80,16,30,46
03089300,HERITAGE BIBLE COLLEGE                  ,NC,28335-0000,Private      ,0,16,16,0,19,19,3,11,14,2,17,19,0,7,7
03104200,CAROLINAS COLLEGE OF HEALTH SCIENCE     ,NC,28232-2861,Public       ,228,328,556,104,250,354,104,289,393,67,235,302,47,148,195
03109000,LIVING ARTS COLLEGE                     ,NC,27614-7076,Proprietary  ,59,33,92,42,46,88,,,,,,,,,
03361300,GWINNETT COLLEGE                        ,NC,27616-2811,Proprietary  ,8,39,47,,,,12,95,107,9,69,78,3,49,52
03555300,SOUTHEASTERN COLLEGE                    ,NC,28217-0000,Proprietary  ,42,90,132,36,137,173,39,187,226,49,198,247,43,116,159
03570300,CAROLINA CHRISTIAN COLLEGE              ,NC,27105-3241,Private      ,31,27,58,8,33,41,8,31,39,13,30,43,3,28,31
03663300,HOOD THEOLOGICAL SEMINARY               ,NC,28144-5768,Private      ,0,19,19,2,37,39,0,29,29,1,47,48,0,18,18
03777300,PAUL MITCHELL THE SCHOOL GASTONIA       ,NC,28054-0464,Proprietary  ,27,47,74,40,62,102,36,74,110,,,,,,
03827300,CHARLOTTE CHRISTIAN COLLEGE AND THEOLOGI,NC,28227-1648,Private      ,14,25,39,8,63,71,9,58,67,4,51,55,4,20,24
04073300,JUNG TAO SCHOOL OF CLASSICAL CHINESE MED,NC,28679-9657,Private      ,0,4,4,1,26,27,1,19,20,0,16,16,0,1,1
04101300,CAROLINA SCHOOL OF BROADCASTING         ,NC,28214-8085,Proprietary  ,19,17,36,3,11,14,15,29,44,9,23,32,7,16,23
04120300,HEALTH AND STYLE INSTITUTE              ,NC,27407-4751,Proprietary  ,59,137,196,90,200,290,98,216,314,143,275,418,74,161,235
04124500,MYCOMPUTERCAREER                        ,NC,44082-0000,Proprietary  ,2,29,31,28,401,429,60,847,907,64,724,788,51,670,721
04129400,CENTER FOR MASSAGE & NATURAL HEALTH     ,NC,28801-8331,Proprietary  ,6,22,28,7,29,36,6,30,36,8,36,44,3,22,25
04140700,AVEDA INSTITUTE CHAPEL HILL             ,NC,27516-2559,Proprietary  ,66,90,156,74,108,182,68,81,149,51,87,138,25,63,88
04146400,DAOIST TRADITIONS COLLEGE OF CHINESE MED,NC,28801-1060,Proprietary  ,1,15,16,1,18,19,1,37,38,2,37,39,0,8,8
04154200,CAROLINA COLLEGE OF BIBLICAL STUDIES    ,NC,29303-5157,Private      ,6,44,50,5,60,65,4,60,64,4,61,65,4,36,40
04173000,SHEPHERDS THEOLOGICAL SEMINARY          ,NC,27518-9316,Private      ,2,5,7,0,9,9,1,10,11,0,10,10,1,10,11
04173700,MANNA UNIVERSITY                        ,NC,28314-2343,Private      ,7,23,30,7,41,48,14,50,64,13,37,50,4,23,27
04173801,ELEVATE SALON INSTITUTE                 ,NC,27701-0000,Proprietary  ,12,35,47,29,56,85,17,45,62,16,49,65,13,25,38
04178100,CAROLINA COLLEGE OF HAIR DESIGN         ,NC,28806-2711,Proprietary  ,10,18,28,10,10,20,14,24,38,6,25,31,7,22,29
04204700,PAUL MITCHELL THE SCHOOL RALEIGH        ,NC,27612-7358,Proprietary  ,37,62,99,42,51,93,34,49,83,26,59,85,15,28,43
04206500,MYCOMPUTERCAREER.COM                    ,NC,27606-3365,Proprietary  ,17,70,87,36,416,452,108,"1,111","1,219",77,658,735,14,114,128
04206504,MYCOMPUTERCAREER - CHARLOTTE            ,NC,28273-0000,Proprietary  ,15,45,60,15,86,101,22,135,157,21,140,161,11,85,96
04219100,ALEXANDER PAUL INSTITUTE OF HAIR DESIGN ,NC,27858-3344,Proprietary  ,17,15,32,17,23,40,17,21,38,10,23,33,7,10,17
04227600,SHERRILL'S UNIVERSITY OF BARBER & COSMET,NC,27610-2431,Proprietary  ,10,21,31,13,18,31,7,16,23,8,21,29,5,11,16
04228400,BEYOND MEASURE BARBERING INSTITUTE      ,NC,27302-2323,Proprietary  ,4,8,12,8,24,32,3,17,20,6,19,25,7,17,24
04274000,SOUTHEASTERN FREE WILL BAPTIST BIBLE COL,NC,27591-9072,Private      ,8,1,9,10,4,14,9,2,11,12,7,19,3,2,5
04305900,ONE STOP ACADEMY                        ,NC,28306-8490,Proprietary  ,1,18,19,,,,8,28,36,8,36,44,4,17,21
00298800,BISMARCK STATE COLLEGE                  ,ND,58501-1299,Public       ,585,128,713,461,246,707,294,257,551,287,277,564,83,102,185
00298900,DICKINSON STATE UNIVERSITY              ,ND,58601-4896,Public       ,419,98,517,264,82,346,190,101,291,119,74,193,25,35,60
00299000,UNIVERSITY OF JAMESTOWN                 ,ND,58405-3401,Private      ,490,63,553,260,75,335,173,89,262,157,64,221,28,26,54
00299100,LAKE REGION STATE COLLEGE               ,ND,58301-1598,Public       ,108,63,171,100,76,176,76,79,155,59,86,145,15,29,44
00299200,UNIVERSITY OF MARY                      ,ND,58504-9652,Private      ,998,259,"1,257",646,444,"1,090",340,333,673,251,237,488,57,82,139
00299300,MAYVILLE STATE UNIVERSITY               ,ND,58257-1299,Public       ,223,92,315,174,94,268,83,82,165,121,96,217,18,34,52
00299400,MINOT STATE UNIVERSITY                  ,ND,58707-0001,Public       ,654,223,877,406,288,694,296,244,540,194,207,401,42,87,129
00299500,DAKOTA COLLEGE AT BOTTINEAU             ,ND,58318-1159,Public       ,67,31,98,69,79,148,58,67,125,54,77,131,13,17,30
00299600,NORTH DAKOTA STATE CLG OF SCIENCE       ,ND,58076-0002,Public       ,484,78,562,457,109,566,373,102,475,312,105,417,52,40,92
00299700,NORTH DAKOTA STATE UNIV - FARGO         ,ND,58102-0000,Public       ,"4,848",421,"5,269","3,906",687,"4,593","1,415",412,"1,827","1,229",443,"1,672",267,167,434
00300500,UNIVERSITY OF NORTH DAKOTA              ,ND,58202-8193,Public       ,"4,763","1,183","5,946","2,395","1,609","4,004",955,"1,489","2,444",801,"1,078","1,879",261,512,773
00300700,WILLISTON STATE COLLEGE                 ,ND,58802-1326,Public       ,128,54,182,109,77,186,85,71,156,101,74,175,15,25,40
00300800,VALLEY CITY STATE UNIVERSITY            ,ND,58072-0000,Public       ,342,52,394,246,94,340,180,105,285,142,101,243,19,30,49
00869408,RASMUSSEN UNIVERSITY - FARGO            ,ND,58103-7196,Proprietary  ,29,65,94,36,229,265,14,90,104,22,67,89,9,55,64
01040600,"JOSEF'S SCHOOL OF HAIR, SKIN & BODY     ",ND,58201-6394,Proprietary  ,21,15,36,32,30,62,21,34,55,23,21,44,9,15,24
01205900,TRINITY BIBLE COLLEGE & GRADUATE SCHOOL ,ND,58436-7150,Private      ,59,15,74,27,12,39,38,18,56,35,23,58,3,11,14
02188200,SITTING BULL COLLEGE                    ,ND,58538-9701,Public       ,11,29,40,17,58,75,16,65,81,35,133,168,5,17,22
02236500,LITTLE HOOP COMMUNITY COLLEGE           ,ND,58335-0000,Public       ,3,23,26,6,38,44,12,47,59,31,130,161,3,15,18
02242900,UNITED TRIBES TECHNICAL COLLEGE         ,ND,58504-7565,Private      ,56,113,169,64,143,207,110,219,329,117,231,348,22,82,104
02301100,TURTLE MTN CMNTY COLG-FIN AID OFC       ,ND,58316-0000,Private      ,23,31,54,55,63,118,77,81,158,121,200,321,8,26,34
02553700,NUETA HIDATSA SAHNISH COLLEGE           ,ND,58763-0490,Public       ,6,41,47,6,28,34,8,42,50,28,48,76,7,24,31
04031300,SALON PROFESSIONAL ACADEMY (THE)        ,ND,58103-3337,Proprietary  ,34,24,58,28,34,62,46,37,83,30,24,54,10,14,24
04139400,HAIR ACADEMY (THE)                      ,ND,58501-4929,Proprietary  ,12,4,16,16,9,25,15,13,28,14,20,34,4,6,10
04223500,LYNNES WELDING TRAINING                 ,ND,58102-4018,Proprietary  ,10,8,18,22,16,38,18,29,47,25,24,49,13,25,38
00301005,ANTIOCH UNIV/SEATTLE                    ,WA,98121-0000,Private      ,56,227,283,26,453,479,15,293,308,11,146,157,5,84,89
00376900,BELLEVUE COLLEGE                        ,WA,98007-6484,Public       ,"1,746","1,153","2,899","1,163","1,337","2,500",839,"1,132","1,971",461,"1,145","1,606",254,611,865
00377000,BIG BEND COMMUNITY COLLEGE              ,WA,98837-3299,Public       ,585,327,912,274,287,561,189,289,478,146,222,368,74,166,240
00377100,CENTRAL WASHINGTON UNIVERSITY           ,WA,98926-7495,Public       ,"7,849","1,411","9,260","3,602","1,433","5,035","1,382","1,036","2,418",925,739,"1,664",415,366,781
00377200,CENTRALIA COLLEGE                       ,WA,98531-4099,Public       ,307,232,539,260,358,618,186,348,534,123,353,476,46,213,259
00377300,CLARK COLLEGE                           ,WA,98663-3598,Public       ,"1,220",942,"2,162",760,"1,238","1,998",639,987,"1,626",494,"1,020","1,514",244,550,794
00377400,COLUMBIA BASIN COLLEGE                  ,WA,99301-3379,Public       ,"1,598",805,"2,403",864,"1,010","1,874",636,750,"1,386",517,796,"1,313",230,505,735
00377500,EASTERN WASHINGTON UNIVERSITY           ,WA,99004-2447,Public       ,"7,037","1,831","8,868","3,310","2,135","5,445",962,"1,353","2,315",626,"1,111","1,737",354,593,947
00377600,EVERETT COMMUNITY COLLEGE               ,WA,98201-1352,Public       ,"1,059",881,"1,940",735,"1,094","1,829",574,934,"1,508",358,819,"1,177",223,512,735
00377700,HERITAGE UNIVERSITY                     ,WA,98948-9562,Private      ,622,220,842,180,178,358,117,176,293,93,149,242,24,58,82
00377800,GONZAGA UNIVERSITY                      ,WA,99258-0083,Private      ,"7,923","1,053","8,976","2,288","1,317","3,605",547,560,"1,107",332,438,770,199,220,419
00377900,GRAYS HARBOR COLLEGE                    ,WA,98520-7599,Public       ,193,207,400,171,300,471,109,367,476,114,488,602,52,186,238
00378000,GREEN RIVER COLLEGE                     ,WA,98092-3622,Public       ,"1,134","1,006","2,140",810,971,"1,781",662,952,"1,614",420,"1,130","1,550",217,611,828
00378100,HIGHLINE COLLEGE                        ,WA,98198-9800,Public       ,942,794,"1,736",752,"1,062","1,814",579,797,"1,376",320,740,"1,060",171,472,643
00378200,LOWER COLUMBIA COLLEGE                  ,WA,98632-0310,Public       ,307,486,793,224,577,801,203,458,661,146,443,589,72,313,385
00378300,NORTHWEST UNIVERSITY                    ,WA,98083-0000,Private      ,791,341,"1,132",364,318,682,213,243,456,122,265,387,49,102,151
00378400,OLYMPIC COLLEGE                         ,WA,98337-1600,Public       ,400,509,909,368,905,"1,273",368,746,"1,114",280,721,"1,001",110,412,522
00378500,PACIFIC LUTHERAN UNIVERSITY             ,WA,98447-0003,Private      ,"3,026",524,"3,550","1,123",559,"1,682",488,359,847,238,250,488,139,149,288
00378600,PENINSULA COLLEGE                       ,WA,98362-6660,Public       ,125,182,307,103,309,412,97,278,375,102,297,399,31,187,218
00378700,SEATTLE CENTRAL COMMUNITY COLLEGE       ,WA,98122-2413,Public       ,"1,155",968,"2,123",984,"1,472","2,456",835,"1,419","2,254",328,"1,789","2,117",184,843,"1,027"
00378800,SEATTLE PACIFIC UNIVERSITY              ,WA,98119-1997,Private      ,"3,778",587,"4,365","1,720",770,"2,490",559,428,987,222,290,512,173,150,323
00379000,SEATTLE UNIVERSITY                      ,WA,98122-1090,Private      ,"7,370","1,428","8,798","2,607","2,244","4,851",778,"1,030","1,808",432,635,"1,067",326,317,643
00379100,SHORELINE COMMUNITY COLLEGE             ,WA,98133-5696,Public       ,563,627,"1,190",505,852,"1,357",344,887,"1,231",263,"1,757","2,020",94,787,881
00379200,SKAGIT VALLEY COLLEGE                   ,WA,98273-5899,Public       ,444,418,862,348,593,941,256,508,764,200,492,692,98,278,376
00379300,SPOKANE COMMUNITY COLLEGE               ,WA,99207-5399,Public       ,973,"1,067","2,040",793,"1,483","2,276",654,"1,513","2,167",470,"1,484","1,954",195,923,"1,118"
00379400,ST MARTIN'S UNIVERSITY                  ,WA,98503-7500,Private      ,"1,239",265,"1,504",668,364,"1,032",250,196,446,127,137,264,48,82,130
00379600,TACOMA COMMUNITY COLLEGE                ,WA,98466-6100,Public       ,"1,000","1,238","2,238",881,"1,962","2,843",706,"1,423","2,129",402,"1,291","1,693",253,761,"1,014"
00379700,UNIVERSITY OF PUGET SOUND               ,WA,98416-1039,Private      ,"3,721",372,"4,093","1,162",502,"1,664",352,252,604,158,216,374,114,118,232
00379800,UNIVERSITY OF WASHINGTON                ,WA,98195-1122,Public       ,"46,055","8,439","54,494","15,616","10,891","26,507","2,873","3,476","6,349","1,962","2,538","4,500","1,738","1,302","3,040"
00379900,WALLA WALLA UNIVERSITY                  ,WA,99324-1198,Private      ,772,176,948,574,141,715,202,100,302,132,76,208,22,22,44
00380000,WASHINGTON STATE UNIVERSITY             ,WA,99164-1035,Public       ,"23,015","5,448","28,463","7,135","3,342","10,477","2,250","1,909","4,159","1,377","1,531","2,908",932,847,"1,779"
00380100,WENATCHEE VALLEY COLLEGE                ,WA,98801-1799,Public       ,609,340,949,275,383,658,213,341,554,217,466,683,77,263,340
